"module";"topic";"question";"correct_answer";"options"
"🌍 Marchés & géopolitique";"Investissement international et diversification géographique";"Investir au Japon permet :";"B";"{""A"": ""De suivre l’euro"", ""B"": ""De bénéficier d’un marché mature"", ""C"": ""D’investir en Afrique"", ""D"": ""D’éviter les risques financiers""}"
"🌍 Marchés & géopolitique";"Investissement international et diversification géographique";"Quel est un avantage de la diversification géographique ?";"C";"{""A"": ""Optimisation fiscale"", ""B"": ""Réduction des frais"", ""C"": ""Réduction de la volatilité globale"", ""D"": ""Accès au PEA""}"
"🌍 Marchés & géopolitique";"Investissement international et diversification géographique";"Quel secteur est peu exposé à la géographie ?";"C";"{""A"": ""Immobilier"", ""B"": ""Technologie"", ""C"": ""Services publics"", ""D"": ""Matières premières""}"
"🌍 Marchés & géopolitique";"Investissement international et diversification géographique";"Quel produit combine diversification géographique et sectorielle ?";"B";"{""A"": ""Fonds monétaire"", ""B"": ""ETF mondial"", ""C"": ""Obligation verte"", ""D"": ""Livret A""}"
"🌍 Marchés & géopolitique";"Investissement international et diversification géographique";"L’exposition internationale d’un portefeuille dépend :";"C";"{""A"": ""Du nombre d’ETF"", ""B"": ""Du nombre d’actions"", ""C"": ""Des zones couvertes"", ""D"": ""De la taille du PEA""}"
"🌍 Marchés & géopolitique";"Géopolitique et marchés financiers";"Quel événement géopolitique peut fortement impacter les marchés ?";"B";"{""A"": ""Une élection locale"", ""B"": ""Un embargo commercial"", ""C"": ""Un changement de logo d'entreprise"", ""D"": ""Une publicité télévisée""}"
"🌍 Marchés & géopolitique";"Géopolitique et marchés financiers";"Les guerres influencent les marchés principalement par :";"A";"{""A"": ""L’effet sur les matières premières"", ""B"": ""Les résultats des entreprises"", ""C"": ""Les taux d’intérêt"", ""D"": ""La mode vestimentaire""}"
"🌍 Marchés & géopolitique";"Géopolitique et marchés financiers";"Une crise géopolitique augmente généralement :";"B";"{""A"": ""La confiance des investisseurs"", ""B"": ""La volatilité des marchés"", ""C"": ""Les dividendes"", ""D"": ""Les taux d’épargne""}"
"🌍 Marchés & géopolitique";"Géopolitique et marchés financiers";"Quel actif est souvent considéré comme valeur refuge ?";"C";"{""A"": ""Technologie"", ""B"": ""Immobilier"", ""C"": ""Or"", ""D"": ""Actions chinoises""}"
"🌍 Marchés & géopolitique";"Géopolitique et marchés financiers";"L’annonce d’un embargo peut faire monter :";"B";"{""A"": ""Les valeurs de luxe"", ""B"": ""Le pétrole"", ""C"": ""Les obligations européennes"", ""D"": ""Les ETF Nasdaq""}"
"🌍 Marchés & géopolitique";"Géopolitique et marchés financiers";"En période de tensions géopolitiques, les investisseurs :";"C";"{""A"": ""Prennent plus de risques"", ""B"": ""Diversifient moins"", ""C"": ""Se tournent vers les actifs sûrs"", ""D"": ""Investissent dans le tourisme""}"
"🌍 Marchés & géopolitique";"Géopolitique et marchés financiers";"Quel secteur peut bénéficier d’un conflit armé ?";"C";"{""A"": ""Banques"", ""B"": ""Technologie"", ""C"": ""Défense"", ""D"": ""Luxe""}"
"🌍 Marchés & géopolitique";"Géopolitique et marchés financiers";"Un embargo sur un pays exportateur peut provoquer :";"B";"{""A"": ""Une baisse des prix"", ""B"": ""Une hausse des cours mondiaux"", ""C"": ""Une baisse du commerce international"", ""D"": ""Une réduction des taux d’intérêt""}"
"🌍 Marchés & géopolitique";"Géopolitique et marchés financiers";"Les sanctions économiques entraînent souvent :";"C";"{""A"": ""Une stabilité des devises"", ""B"": ""Un renforcement des relations commerciales"", ""C"": ""Une contraction des échanges"", ""D"": ""Une croissance des start-up""}"
"🌍 Marchés & géopolitique";"Géopolitique et marchés financiers";"Les tensions au Moyen-Orient impactent surtout :";"B";"{""A"": ""Les devises asiatiques"", ""B"": ""Les prix du pétrole"", ""C"": ""Le marché immobilier"", ""D"": ""Les cryptomonnaies""}"
"🌍 Marchés & géopolitique";"Géopolitique et marchés financiers";"Quel pays est souvent surveillé pour les tensions géopolitiques et nucléaires ?";"B";"{""A"": ""Suisse"", ""B"": ""Corée du Nord"", ""C"": ""Espagne"", ""D"": ""Brésil""}"
"🌍 Marchés & géopolitique";"Géopolitique et marchés financiers";"Une instabilité géopolitique en Europe impacte surtout :";"B";"{""A"": ""Les marchés asiatiques"", ""B"": ""L’euro et les actions européennes"", ""C"": ""Le dollar canadien"", ""D"": ""L’économie africaine""}"
"🌍 Marchés & géopolitique";"Géopolitique et marchés financiers";"Quel actif tend à chuter fortement en cas de guerre ?";"C";"{""A"": ""L’or"", ""B"": ""Le pétrole"", ""C"": ""Les actions"", ""D"": ""Les métaux rares""}"
"🌍 Marchés & géopolitique";"Géopolitique et marchés financiers";"Les marchés détestent :";"B";"{""A"": ""Les mauvaises nouvelles"", ""B"": ""L’incertitude"", ""C"": ""Les dividendes"", ""D"": ""Les taux à 0%""}"
"🌍 Marchés & géopolitique";"Géopolitique et marchés financiers";"Quel indice peut chuter face à une guerre en Europe ?";"C";"{""A"": ""S&P 500"", ""B"": ""NASDAQ"", ""C"": ""CAC 40"", ""D"": ""Nikkei""}"
"🌍 Marchés & géopolitique";"Géopolitique et marchés financiers";"L’impact géopolitique est souvent :";"A";"{""A"": ""Temporaire mais brutal"", ""B"": ""Stable"", ""C"": ""Progressif sur 10 ans"", ""D"": ""Inexistant""}"
"🌍 Marchés & géopolitique";"Géopolitique et marchés financiers";"Les marchés anticipent parfois :";"A";"{""A"": ""Les guerres"", ""B"": ""Les résultats sportifs"", ""C"": ""Les campagnes marketing"", ""D"": ""Les tendances de mode""}"
"🌍 Marchés & géopolitique";"Géopolitique et marchés financiers";"Le prix du pétrole est très sensible :";"C";"{""A"": ""Aux taux de la BCE"", ""B"": ""À la météo"", ""C"": ""Aux conflits géopolitiques"", ""D"": ""À la mode""}"
"🌍 Marchés & géopolitique";"Géopolitique et marchés financiers";"Une guerre commerciale se traduit souvent par :";"B";"{""A"": ""Des baisses d’impôt"", ""B"": ""Une hausse des taxes douanières"", ""C"": ""Des investissements massifs"", ""D"": ""Un boom immobilier""}"
"🌍 Marchés & géopolitique";"Géopolitique et marchés financiers";"Quel pays est fréquemment sujet à des sanctions économiques ?";"C";"{""A"": ""Islande"", ""B"": ""Canada"", ""C"": ""Iran"", ""D"": ""Portugal""}"
"🌍 Marchés & géopolitique";"Matières premières et leur rôle en bourse";"Les matières premières sont souvent considérées comme :";"B";"{""A"": ""Actifs risqués"", ""B"": ""Actifs refuges"", ""C"": ""Produits dérivés"", ""D"": ""Obligations""}"
"🌍 Marchés & géopolitique";"Matières premières et leur rôle en bourse";"Quel métal est traditionnellement une valeur refuge ?";"C";"{""A"": ""Cuivre"", ""B"": ""Fer"", ""C"": ""Or"", ""D"": ""Aluminium""}"
"🌍 Marchés & géopolitique";"Matières premières et leur rôle en bourse";"Le prix du pétrole influence :";"B";"{""A"": ""Les services publics"", ""B"": ""Les compagnies aériennes"", ""C"": ""Les banques centrales"", ""D"": ""Les hôpitaux""}"
"🌍 Marchés & géopolitique";"Matières premières et leur rôle en bourse";"Quel produit est coté sur les marchés à terme ?";"B";"{""A"": ""Immobilier"", ""B"": ""Or"", ""C"": ""Services"", ""D"": ""Cryptomonnaies""}"
"🌍 Marchés & géopolitique";"Matières premières et leur rôle en bourse";"Les matières premières agricoles incluent :";"C";"{""A"": ""L’or et l’argent"", ""B"": ""Le cuivre et l’aluminium"", ""C"": ""Le blé et le maïs"", ""D"": ""Le gaz naturel""}"
"🌍 Marchés & géopolitique";"Matières premières et leur rôle en bourse";"L'indice CRB suit :";"C";"{""A"": ""Les actions du CAC 40"", ""B"": ""Les performances bancaires"", ""C"": ""Les matières premières"", ""D"": ""Les crypto-actifs""}"
"🌍 Marchés & géopolitique";"Matières premières et leur rôle en bourse";"Un ETF sur matières premières permet :";"C";"{""A"": ""D’acheter directement du pétrole"", ""B"": ""D’investir dans l’or physique"", ""C"": ""De suivre un panier de ressources"", ""D"": ""D’éviter les marchés financiers""}"
"🌍 Marchés & géopolitique";"Matières premières et leur rôle en bourse";"L’investissement dans les matières premières peut servir à :";"B";"{""A"": ""Réduire les impôts"", ""B"": ""Diversifier un portefeuille"", ""C"": ""Suivre la politique monétaire"", ""D"": ""Booster les dividendes""}"
"🌍 Marchés & géopolitique";"Matières premières et leur rôle en bourse";"Quel facteur impacte fortement les prix agricoles ?";"B";"{""A"": ""Les taux de la FED"", ""B"": ""Les conditions climatiques"", ""C"": ""Le prix de l’or"", ""D"": ""Le niveau des dividendes""}"
"🌍 Marchés & géopolitique";"Matières premières et leur rôle en bourse";"Les matières premières sont échangées principalement :";"A";"{""A"": ""Sur les marchés réglementés"", ""B"": ""Dans les agences immobilières"", ""C"": ""Par les gouvernements"", ""D"": ""Sur les marchés de gré à gré""}"
"🌍 Marchés & géopolitique";"Matières premières et leur rôle en bourse";"Un choc pétrolier provoque souvent :";"B";"{""A"": ""Une hausse des taux immobiliers"", ""B"": ""Un ralentissement économique"", ""C"": ""Une baisse des exportations de blé"", ""D"": ""Une hausse du dollar canadien""}"
"🌍 Marchés & géopolitique";"Matières premières et leur rôle en bourse";"L’investissement dans le cuivre est souvent lié :";"B";"{""A"": ""À la santé des marchés financiers"", ""B"": ""À la croissance industrielle"", ""C"": ""Aux dépenses publiques"", ""D"": ""Aux fluctuations agricoles""}"
"🌍 Marchés & géopolitique";"Matières premières et leur rôle en bourse";"Quel secteur est sensible aux prix du gaz ?";"C";"{""A"": ""Banques"", ""B"": ""Agriculture"", ""C"": ""Chimie"", ""D"": ""Hôtellerie""}"
"🌍 Marchés & géopolitique";"Matières premières et leur rôle en bourse";"Les contrats à terme permettent :";"B";"{""A"": ""D’acheter des actions"", ""B"": ""De spéculer sur des matières premières"", ""C"": ""De sécuriser son épargne"", ""D"": ""D’investir dans l’immobilier""}"
"🌍 Marchés & géopolitique";"Matières premières et leur rôle en bourse";"Un ETF sur l’or est généralement :";"C";"{""A"": ""Un produit physique"", ""B"": ""Un contrat à terme"", ""C"": ""Un produit synthétique"", ""D"": ""Une action minière""}"
"🌍 Marchés & géopolitique";"Matières premières et leur rôle en bourse";"Le marché des matières premières est souvent :";"C";"{""A"": ""Moins volatil que les actions"", ""B"": ""Influencé par les politiques fiscales"", ""C"": ""Volatil et cyclique"", ""D"": ""Protégé par la BCE""}"
"🌍 Marchés & géopolitique";"Matières premières et leur rôle en bourse";"Quel acteur intervient dans les marchés agricoles ?";"B";"{""A"": ""Les banques centrales"", ""B"": ""Les spéculateurs et les producteurs"", ""C"": ""Les autorités sanitaires"", ""D"": ""Les agences immobilières""}"
"🌍 Marchés & géopolitique";"Matières premières et leur rôle en bourse";"Le cours du pétrole brut est exprimé en :";"B";"{""A"": ""Yen"", ""B"": ""Dollar"", ""C"": ""Euro"", ""D"": ""Livre sterling""}"
"🌍 Marchés & géopolitique";"Matières premières et leur rôle en bourse";"Une hausse du prix du blé peut impacter :";"A";"{""A"": ""Le coût de la vie"", ""B"": ""Le prix des actions tech"", ""C"": ""La demande de pétrole"", ""D"": ""Les taux d’intérêt européens""}"
"🌍 Marchés & géopolitique";"Matières premières et leur rôle en bourse";"Quel marché est spécialisé dans les matières premières ?";"C";"{""A"": ""NYSE"", ""B"": ""Euronext"", ""C"": ""CME Group"", ""D"": ""NASDAQ""}"
"🌍 Marchés & géopolitique";"Cryptoactifs et actifs alternatifs";"Quel est le premier cryptoactif par capitalisation ?";"B";"{""A"": ""Ethereum"", ""B"": ""Bitcoin"", ""C"": ""BNB"", ""D"": ""XRP""}"
"🌍 Marchés & géopolitique";"Cryptoactifs et actifs alternatifs";"Les cryptoactifs sont principalement basés sur :";"C";"{""A"": ""Des obligations"", ""B"": ""Des contrats de travail"", ""C"": ""La technologie blockchain"", ""D"": ""Des taux fixes""}"
"🌍 Marchés & géopolitique";"Cryptoactifs et actifs alternatifs";"Quel actif est un stablecoin ?";"C";"{""A"": ""Bitcoin"", ""B"": ""Solana"", ""C"": ""Tether (USDT)"", ""D"": ""Cardano""}"
"🌍 Marchés & géopolitique";"Cryptoactifs et actifs alternatifs";"Les cryptoactifs sont connus pour :";"C";"{""A"": ""Leur stabilité"", ""B"": ""Leur faible rendement"", ""C"": ""Leur forte volatilité"", ""D"": ""Leur caractère physique""}"
"🌍 Marchés & géopolitique";"Cryptoactifs et actifs alternatifs";"Quel pays a adopté le Bitcoin comme monnaie légale ?";"C";"{""A"": ""France"", ""B"": ""Brésil"", ""C"": ""El Salvador"", ""D"": ""Singapour""}"
"🌍 Marchés & géopolitique";"Cryptoactifs et actifs alternatifs";"Un actif alternatif désigne souvent :";"C";"{""A"": ""Un livret A"", ""B"": ""Un ETF"", ""C"": ""Un actif hors actions/obligations classiques"", ""D"": ""Un plan d’épargne entreprise""}"
"🌍 Marchés & géopolitique";"Cryptoactifs et actifs alternatifs";"Les NFT sont associés à :";"B";"{""A"": ""Des terrains agricoles"", ""B"": ""Des images numériques uniques"", ""C"": ""Des obligations d’État"", ""D"": ""Des cartes bancaires""}"
"🌍 Marchés & géopolitique";"Cryptoactifs et actifs alternatifs";"Un portefeuille crypto est :";"C";"{""A"": ""Un sac de pièces"", ""B"": ""Une plateforme bancaire"", ""C"": ""Un outil de stockage d’actifs numériques"", ""D"": ""Un site de e-commerce""}"
"🌍 Marchés & géopolitique";"Cryptoactifs et actifs alternatifs";"Quel actif alternatif est tangible ?";"B";"{""A"": ""NFT"", ""B"": ""Or"", ""C"": ""Bitcoin"", ""D"": ""Token""}"
"🌍 Marchés & géopolitique";"Cryptoactifs et actifs alternatifs";"Les actifs alternatifs sont souvent utilisés pour :";"B";"{""A"": ""Réduire la fiscalité"", ""B"": ""Diversifier les portefeuilles"", ""C"": ""Maximiser les salaires"", ""D"": ""Éviter les frais bancaires""}"
"🌍 Marchés & géopolitique";"Cryptoactifs et actifs alternatifs";"Un des risques majeurs des cryptoactifs est :";"C";"{""A"": ""L’indexation"", ""B"": ""La faible volatilité"", ""C"": ""Le piratage"", ""D"": ""Le taux d’épargne""}"
"🌍 Marchés & géopolitique";"Cryptoactifs et actifs alternatifs";"Quelle technologie est essentielle aux cryptoactifs ?";"B";"{""A"": ""Réseau 5G"", ""B"": ""Blockchain"", ""C"": ""Cloud computing"", ""D"": ""Solaire""}"
"🌍 Marchés & géopolitique";"Cryptoactifs et actifs alternatifs";"Les cryptoactifs sont réglementés :";"B";"{""A"": ""Partout de la même manière"", ""B"": ""En fonction des pays"", ""C"": ""Uniquement par l’UE"", ""D"": ""Par les banques commerciales""}"
"🌍 Marchés & géopolitique";"Cryptoactifs et actifs alternatifs";"Un token utilitaire donne accès à :";"B";"{""A"": ""Un bien physique"", ""B"": ""Un service ou une plateforme"", ""C"": ""Une rente"", ""D"": ""Un dividende garanti""}"
"🌍 Marchés & géopolitique";"Cryptoactifs et actifs alternatifs";"Quel actif alternatif est lié à l’art ?";"B";"{""A"": ""ETF Nasdaq"", ""B"": ""NFT"", ""C"": ""Obligation verte"", ""D"": ""Livret développement durable""}"
"🌍 Marchés & géopolitique";"Cryptoactifs et actifs alternatifs";"Les actifs alternatifs peuvent inclure :";"D";"{""A"": ""Actions"", ""B"": ""Immobilier"", ""C"": ""Cryptoactifs"", ""D"": ""Les deux B et C""}"
"🌍 Marchés & géopolitique";"Cryptoactifs et actifs alternatifs";"La blockchain permet :";"B";"{""A"": ""D’acheter un appartement"", ""B"": ""De sécuriser et valider les transactions"", ""C"": ""D’ouvrir un compte bancaire"", ""D"": ""De réguler l’économie""}"
"🌍 Marchés & géopolitique";"Cryptoactifs et actifs alternatifs";"Le staking consiste à :";"A";"{""A"": ""Prêter ses cryptoactifs"", ""B"": ""Conserver ses clés USB"", ""C"": ""Planter du cannabis"", ""D"": ""Échanger des devises""}"
"🌍 Marchés & géopolitique";"Cryptoactifs et actifs alternatifs";"Les actifs alternatifs sont souvent :";"B";"{""A"": ""Cotés quotidiennement"", ""B"": ""Moins liquides"", ""C"": ""Garantis par l'État"", ""D"": ""Disponibles en banque physique""}"
"🌍 Marchés & géopolitique";"Cryptoactifs et actifs alternatifs";"Quel facteur peut faire chuter une crypto ?";"C";"{""A"": ""Un changement de CEO"", ""B"": ""Un changement d’heure"", ""C"": ""Une régulation défavorable"", ""D"": ""Un bug informatique mineur""}"
"👛 Gestion financière personnelle";"Gérer un budget personnel";"Qu’est-ce qu’un budget personnel ?";"C";"{""A"": ""Un plan d’épargne retraite"", ""B"": ""Une liste de dépenses"", ""C"": ""Une planification des revenus et dépenses"", ""D"": ""Un crédit à la consommation""}"
"👛 Gestion financière personnelle";"Gérer un budget personnel";"Pourquoi est-il important de suivre son budget ?";"B";"{""A"": ""Pour augmenter ses impôts"", ""B"": ""Pour mieux gérer ses finances"", ""C"": ""Pour acheter plus"", ""D"": ""Pour éviter d’épargner""}"
"👛 Gestion financière personnelle";"Gérer un budget personnel";"Que signifie vivre au-dessus de ses moyens ?";"C";"{""A"": ""Dépenser moins que ses revenus"", ""B"": ""Épargner 50 % de ses revenus"", ""C"": ""Contracter un crédit pour consommer"", ""D"": ""Vivre en dessous du seuil de pauvreté""}"
"👛 Gestion financière personnelle";"Gérer un budget personnel";"Un poste de dépense fixe est :";"B";"{""A"": ""Le restaurant"", ""B"": ""Le loyer"", ""C"": ""Les sorties"", ""D"": ""Les vêtements""}"
"👛 Gestion financière personnelle";"Gérer un budget personnel";"Quelle application aide à gérer un budget ?";"B";"{""A"": ""Instagram"", ""B"": ""Excel"", ""C"": ""Netflix"", ""D"": ""Spotify""}"
"👛 Gestion financière personnelle";"Gérer un budget personnel";"La règle 50/30/20 correspond à :";"B";"{""A"": ""Un ratio de crédit immobilier"", ""B"": ""Une règle budgétaire de répartition des revenus"", ""C"": ""Une formule fiscale"", ""D"": ""Un indice de consommation""}"
"👛 Gestion financière personnelle";"Gérer un budget personnel";"Quel est le premier réflexe pour bien gérer son budget ?";"B";"{""A"": ""Contracter un crédit"", ""B"": ""Comparer ses revenus et ses dépenses"", ""C"": ""Acheter au supermarché"", ""D"": ""Utiliser uniquement du cash""}"
"👛 Gestion financière personnelle";"Gérer un budget personnel";"Une dépense variable est :";"D";"{""A"": ""Le loyer"", ""B"": ""L’électricité"", ""C"": ""Le téléphone"", ""D"": ""Les courses alimentaires""}"
"👛 Gestion financière personnelle";"Gérer un budget personnel";"Un budget équilibré doit :";"C";"{""A"": ""Avoir plus de dépenses que de revenus"", ""B"": ""Éviter l’épargne"", ""C"": ""S’adapter aux revenus"", ""D"": ""Être modifiable tous les jours""}"
"👛 Gestion financière personnelle";"Gérer un budget personnel";"Quel outil peut aider à visualiser un budget ?";"A";"{""A"": ""Tableau Excel"", ""B"": ""Agenda papier"", ""C"": ""Classeur de vacances"", ""D"": ""Journal intime""}"
"👛 Gestion financière personnelle";"Gérer un budget personnel";"Que faire en cas de dépassement de budget ?";"C";"{""A"": ""Ignorer le problème"", ""B"": ""Augmenter les crédits"", ""C"": ""Réduire les dépenses ou augmenter les revenus"", ""D"": ""Fermer le compte bancaire""}"
"👛 Gestion financière personnelle";"Gérer un budget personnel";"Les imprévus doivent être :";"D";"{""A"": ""Ignorés"", ""B"": ""Financés par un crédit à la consommation"", ""C"": ""Prévisibles"", ""D"": ""Anticipés dans le budget""}"
"👛 Gestion financière personnelle";"Gérer un budget personnel";"Une bonne gestion de budget permet :";"B";"{""A"": ""D’avoir plus d’amendes"", ""B"": ""D’éviter les découverts"", ""C"": ""De ne pas payer d’impôts"", ""D"": ""De dépenser sans limites""}"
"👛 Gestion financière personnelle";"Gérer un budget personnel";"Quel poste de dépense est souvent oublié ?";"A";"{""A"": ""Les frais bancaires"", ""B"": ""Le loyer"", ""C"": ""Les impôts"", ""D"": ""L’assurance santé""}"
"👛 Gestion financière personnelle";"Gérer un budget personnel";"L’objectif d’un budget personnel est :";"C";"{""A"": ""De faire plaisir à ses proches"", ""B"": ""De gérer l’argent des autres"", ""C"": ""De mieux maîtriser ses finances"", ""D"": ""De devenir banquier""}"
"👛 Gestion financière personnelle";"Gérer un budget personnel";"Le suivi régulier du budget permet :";"B";"{""A"": ""D’éviter les impôts"", ""B"": ""D’anticiper les dépenses"", ""C"": ""De gagner au loto"", ""D"": ""D’acheter un bien immobilier immédiatement""}"
"👛 Gestion financière personnelle";"Gérer un budget personnel";"Quelle dépense est prioritaire dans un budget ?";"C";"{""A"": ""Jeux"", ""B"": ""Abonnements"", ""C"": ""Logement"", ""D"": ""Shopping""}"
"👛 Gestion financière personnelle";"Gérer un budget personnel";"Le découvert bancaire est :";"C";"{""A"": ""Un bonus"", ""B"": ""Une réserve d’argent gratuit"", ""C"": ""Un crédit à rembourser"", ""D"": ""Une subvention d’État""}"
"👛 Gestion financière personnelle";"Gérer un budget personnel";"Pour épargner plus efficacement :";"C";"{""A"": ""Augmenter ses dépenses"", ""B"": ""Supprimer son compte"", ""C"": ""Automatiser l’épargne chaque mois"", ""D"": ""Jouer en bourse""}"
"👛 Gestion financière personnelle";"Gérer un budget personnel";"Un budget personnel est efficace quand :";"C";"{""A"": ""Il est révisé une fois par an"", ""B"": ""Il permet de vivre à crédit"", ""C"": ""Il est maîtrisé et adapté"", ""D"": ""Il est délégué à un ami""}"
"👛 Gestion financière personnelle";"Constituer une épargne de précaution";"Qu’est-ce qu’une épargne de précaution ?";"B";"{""A"": ""Un placement boursier"", ""B"": ""Une somme mise de côté pour les imprévus"", ""C"": ""Une donation"", ""D"": ""Une dépense planifiée""}"
"👛 Gestion financière personnelle";"Constituer une épargne de précaution";"Pourquoi avoir une épargne de précaution ?";"C";"{""A"": ""Pour spéculer"", ""B"": ""Pour partir en vacances"", ""C"": ""Pour faire face aux imprévus"", ""D"": ""Pour augmenter ses dépenses""}"
"👛 Gestion financière personnelle";"Constituer une épargne de précaution";"Où placer son épargne de précaution ?";"A";"{""A"": ""Livret A"", ""B"": ""PEA"", ""C"": ""Assurance vie"", ""D"": ""Immobilier locatif""}"
"👛 Gestion financière personnelle";"Constituer une épargne de précaution";"Combien de mois de dépenses faut-il idéalement mettre de côté ?";"C";"{""A"": ""1 à 2 jours"", ""B"": ""1 à 3 mois"", ""C"": ""3 à 6 mois"", ""D"": ""12 mois minimum""}"
"👛 Gestion financière personnelle";"Constituer une épargne de précaution";"Quel critère est primordial pour une épargne de précaution ?";"B";"{""A"": ""Rendement élevé"", ""B"": ""Disponibilité rapide"", ""C"": ""Fiscalité avantageuse"", ""D"": ""Exotisme du placement""}"
"👛 Gestion financière personnelle";"Constituer une épargne de précaution";"Un bon usage de l’épargne de précaution est :";"C";"{""A"": ""Payer ses vacances"", ""B"": ""Acheter des actions"", ""C"": ""Réparer une voiture en panne"", ""D"": ""Payer un cadeau""}"
"👛 Gestion financière personnelle";"Constituer une épargne de précaution";"L’épargne de précaution est-elle imposable ?";"C";"{""A"": ""Toujours"", ""B"": ""Jamais"", ""C"": ""Ça dépend du support"", ""D"": ""Uniquement pour les enfants""}"
"👛 Gestion financière personnelle";"Constituer une épargne de précaution";"Le livret A est utile car :";"C";"{""A"": ""Il est risqué"", ""B"": ""Il est bloqué 10 ans"", ""C"": ""Il est liquide et sécurisé"", ""D"": ""Il est ouvert aux entreprises""}"
"👛 Gestion financière personnelle";"Constituer une épargne de précaution";"Un exemple d’imprévu justifiant l’épargne de précaution :";"A";"{""A"": ""Un licenciement"", ""B"": ""Une promotion"", ""C"": ""Un héritage"", ""D"": ""Une prime exceptionnelle""}"
"👛 Gestion financière personnelle";"Constituer une épargne de précaution";"L’épargne de précaution se constitue :";"C";"{""A"": ""En une seule fois"", ""B"": ""Uniquement à Noël"", ""C"": ""Progressivement chaque mois"", ""D"": ""À crédit""}"
"👛 Gestion financière personnelle";"Constituer une épargne de précaution";"Quel outil est recommandé pour automatiser cette épargne ?";"B";"{""A"": ""Paiement sans contact"", ""B"": ""Virement automatique"", ""C"": ""Chèque"", ""D"": ""Carte prépayée""}"
"👛 Gestion financière personnelle";"Constituer une épargne de précaution";"Une épargne mal répartie peut :";"C";"{""A"": ""Favoriser les vacances"", ""B"": ""Réduire les frais de banque"", ""C"": ""Compromettre la sécurité financière"", ""D"": ""Booster l’épargne salariale""}"
"👛 Gestion financière personnelle";"Constituer une épargne de précaution";"L’objectif principal de l’épargne de précaution est :";"C";"{""A"": ""S’enrichir rapidement"", ""B"": ""S’offrir des loisirs"", ""C"": ""Gérer les urgences financières"", ""D"": ""Réduire l’impôt""}"
"👛 Gestion financière personnelle";"Constituer une épargne de précaution";"En cas de besoin, l’épargne de précaution doit :";"B";"{""A"": ""Être difficile d’accès"", ""B"": ""Être disponible rapidement"", ""C"": ""Être vendue en bourse"", ""D"": ""Être bloquée 3 mois""}"
"👛 Gestion financière personnelle";"Constituer une épargne de précaution";"Un produit inadapté à l’épargne de précaution :";"C";"{""A"": ""Livret A"", ""B"": ""Compte courant"", ""C"": ""Actions en bourse"", ""D"": ""LEP""}"
"👛 Gestion financière personnelle";"Constituer une épargne de précaution";"L’épargne de précaution est généralement :";"C";"{""A"": ""Placé sur un support risqué"", ""B"": ""Investie à long terme"", ""C"": ""Faiblement rémunérée mais disponible"", ""D"": ""Réservée aux retraités""}"
"👛 Gestion financière personnelle";"Constituer une épargne de précaution";"Quel événement n’est pas un imprévu ?";"B";"{""A"": ""Réparation urgente"", ""B"": ""Mariage prévu"", ""C"": ""Maladie"", ""D"": ""Panne de voiture""}"
"👛 Gestion financière personnelle";"Constituer une épargne de précaution";"Une personne sans épargne de précaution risque :";"B";"{""A"": ""De profiter de promotions"", ""B"": ""D’avoir des difficultés en cas d’imprévu"", ""C"": ""D’obtenir un crédit plus vite"", ""D"": ""D’éviter les frais bancaires""}"
"👛 Gestion financière personnelle";"Constituer une épargne de précaution";"Quand faut-il commencer à épargner ?";"B";"{""A"": ""Uniquement à la retraite"", ""B"": ""Dès qu’on a des revenus"", ""C"": ""Après 40 ans"", ""D"": ""Quand on gagne 5000 €""}"
"👛 Gestion financière personnelle";"Constituer une épargne de précaution";"L’épargne de précaution peut être utilisée pour :";"C";"{""A"": ""Acheter un logement"", ""B"": ""Financer un mariage"", ""C"": ""Subvenir à une perte de revenu soudaine"", ""D"": ""Investir dans les cryptos""}"
"👛 Gestion financière personnelle";"Différence entre épargne et investissement";"L’épargne se distingue de l’investissement par :";"A";"{""A"": ""Son horizon court terme"", ""B"": ""Sa forte volatilité"", ""C"": ""Son risque élevé"", ""D"": ""Son absence de fiscalité""}"
"👛 Gestion financière personnelle";"Différence entre épargne et investissement";"Un livret A est un exemple de :";"C";"{""A"": ""Investissement"", ""B"": ""Dépense"", ""C"": ""Épargne"", ""D"": ""Placement en actions""}"
"👛 Gestion financière personnelle";"Différence entre épargne et investissement";"Investir signifie :";"B";"{""A"": ""Conserver de l’argent sans risque"", ""B"": ""Placer des fonds avec un objectif de rendement"", ""C"": ""Dépenser pour consommer"", ""D"": ""Stocker du cash chez soi""}"
"👛 Gestion financière personnelle";"Différence entre épargne et investissement";"L’épargne est généralement :";"A";"{""A"": ""Liquide et sécurisée"", ""B"": ""Risque élevé"", ""C"": ""Toujours bloquée"", ""D"": ""Peu disponible""}"
"👛 Gestion financière personnelle";"Différence entre épargne et investissement";"Quel est l’objectif principal de l’investissement ?";"C";"{""A"": ""La sécurité"", ""B"": ""La fiscalité"", ""C"": ""La rentabilité"", ""D"": ""La liquidité""}"
"👛 Gestion financière personnelle";"Différence entre épargne et investissement";"Quel produit est considéré comme un investissement ?";"C";"{""A"": ""Livret A"", ""B"": ""Compte courant"", ""C"": ""Actions"", ""D"": ""Chèques vacances""}"
"👛 Gestion financière personnelle";"Différence entre épargne et investissement";"Le principal inconvénient de l’épargne est :";"B";"{""A"": ""Le risque de perte en capital"", ""B"": ""Le faible rendement"", ""C"": ""L’absence de garantie"", ""D"": ""La fiscalité élevée""}"
